ONS ID,ONS region ID,Constituency name,County name,Region name,Country name,Constituency type,Declaration time,mpFirstName,mpSurname,Member gender,Result,First party,Second party,Electorate,Valid votes,Invalid votes,Majority,Con,Lab,LD,RUK,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,All other candidates,Of which other winner,ratio800,ratio1000,ratio1200,ratio1500,ratio2000,overlap_800m,overlap_1000m,overlap_1200m,overlap_1500m,overlap_2000m
E14001163,E12000002,Chester North and Neston,,North West,England,County,,Samantha,Dixon,Female,Lab hold,Lab,Con,70215,44694,216,11870,10388,22258,2076,5870,4102,0,0,0,0,0,0,0,0,0,0.08691750603976596,0.12902524676780747,0.17659830742080582,0.25622607700045946,0.40388909463054046,9909671.08505746,14710474.510766206,20134392.028199524,29212942.963727914,46048353.95068912
E14001164,E12000002,Chester South and Eddisbury,,North West,England,County,,Aphra,Brandreth,Female,Con hold,Con,Lab,74284,52486,155,3057,19905,16848,5430,6414,2278,0,0,0,0,0,0,0,1611,0,0.010801063492631068,0.01705606416988025,0.024729294855325507,0.03894814238900951,0.06913984551453631,8152688.224434091,12873989.085226884,18665775.930594023,29398221.94685677,52187046.650555775
E14001165,E12000004,Chesterfield,,East Midlands,England,Borough,,Toby,Perkins,Male,Lab hold,Lab,Con,71645,41555,135,10820,8496,19316,2553,7897,2682,0,0,0,0,0,0,0,611,0,0.04238329965374713,0.06622390570897949,0.0953217966596864,0.14693465529748828,0.2509501105472471,2007391.0339493921,3136548.4905459057,4514705.592009856,6959234.227402711,11885695.686664531
E14001166,E12000008,Chichester,,South East,England,County,,Jess,Brown-Fuller,Female,LD gain from Con,LD,Con,78374,51947,146,12172,13368,3175,25540,7859,1815,0,0,0,0,0,0,0,190,0,0.037421137668179144,0.057376889087230425,0.07956728672028504,0.11393229172492808,0.17207498047467956,10839703.349747082,16620244.48192522,23048090.94902452,33002530.687495194,49844602.769657254
E14001167,E12000007,Chingford and Woodford Green,,London,England,Borough,,Iain,Duncan Smith,Male,Con hold,Con,Lab,74010,48512,135,4757,17281,12524,1275,3653,1334,0,0,0,0,0,0,0,12445,0,0.3312760225932223,0.4922047863939358,0.6571962720708349,0.8462305167452979,0.9879111319939274,7535794.69837716,11196567.112790404,14949757.438212965,19249867.20069565,22472786.93058038
E14001168,E12000009,Chippenham,,South West,England,County,,Sarah,Gibson,Female,LD gain from Con,LD,Con,74107,49512,157,8138,14414,3925,22552,6127,1954,0,0,0,0,0,0,0,540,0,0.0073431398530539125,0.01147365602039677,0.0162770294143211,0.024410578751128842,0.03987139373445578,2007391.0339493847,3136548.490545922,4449644.64241407,6673109.5824291445,10899626.031271309
E14001169,E12000007,Chipping Barnet,,London,England,Borough,,Dan,Tomlinson,Male,Lab gain from Con,Lab,Con,78038,50859,209,2914,18671,21585,2614,3986,3442,0,0,0,0,0,0,0,561,0,0.30728679651681917,0.4122134507385778,0.5054849467390956,0.6130419227520124,0.7746055282765919,12358134.040100673,16577962.786243413,20329056.756960187,24654668.99146687,31152262.495994225
E14001170,E12000002,Chorley,,North West,England,County,,Lindsay,Hoyle,Male,Spk hold,Spk,Green,74801,33964,1198,20575,0,0,0,0,4663,0,0,0,0,0,0,0,29301,25238,0.03830530636219583,0.06255181313939917,0.09359240498946758,0.15253308714268582,0.26832291391775903,5236409.039951122,8550953.141879708,12794261.73814109,20851566.33008654,36680258.31146065
E14001171,E12000009,Christchurch,,South West,England,County,,Christopher,Chope,Male,Con hold,Con,LD,71060,47335,143,7455,16941,7762,9486,8961,1900,0,0,0,0,0,0,0,2285,0,0.02618560592568106,0.038540165596060674,0.051888686193517955,0.0760323111013856,0.1271235210255493,2965328.666037457,4364392.336774115,5876014.824684981,8610104.050825117,14395810.51110897
E14001172,E12000007,Cities of London and Westminster,,London,England,Borough,,Rachel,Blake,Female,Lab gain from Con,Lab,Con,73369,39215,202,2708,12594,15302,4335,2752,2844,0,0,0,0,0,0,0,1388,0,0.957911614758685,0.9907135636245704,1.000000000000003,1.000000000000003,1.000000000000003,17827985.41006722,18438472.491331074,18611305.192868408,18611305.192868408,18611305.192868408
E14001173,E12000001,City of Durham,,North East,England,County,,Mary,Foy,Female,Lab hold,Lab,RUK,70583,40627,165,11757,5221,19131,5920,7374,2803,0,0,0,0,0,0,0,178,0,0.009313329473850293,0.014552077302890598,0.020954991316162838,0.03274217393150376,0.05835159833388294,2007391.0339494408,3136548.490545897,4516629.826386172,7057234.10372825,12577078.438054044
E14001174,E12000006,Clacton,,East of England,England,County,,Nigel,Farage,Male,RUK gain from Con,RUK,Con,78245,45958,111,8405,12820,7448,2016,21225,1935,0,0,0,0,0,0,0,514,0,0.06635361395689034,0.10173123966391767,0.13968084683277252,0.20363257051628617,0.32075396835502346,13281998.075096233,20363534.83732134,27959904.941515893,40761116.81545196,64205298.494197585
E14001175,E12000007,Clapham and Brixton Hill,,London,England,Borough,,Bell,Ribeiro-Addy,Female,Lab hold,Lab,LD,83114,42741,209,18005,4360,24166,6161,1758,5768,0,0,0,0,0,0,0,528,0,0.679515197904841,0.8418756535806317,0.9475373935225413,0.9999999999999978,0.9999999999999978,5171876.986942678,6407623.158460597,7211828.160630999,7611127.761217393,7611127.761217393
W07000094,W92000004,Clwyd East,,Wales,Wales,County,,Becky,Gittins,Female,Lab gain from Con,Lab,Con,76637,47822,163,4622,13862,18484,1859,7626,1659,0,3733,0,0,0,0,0,599,0,0.010194399270007964,0.016067624972141547,0.022949271589600653,0.03445645497943284,0.05460032805741284,6588079.14846798,10383621.657412918,14830851.10044533,22267310.36991745,35285186.821437076
W07000095,W92000004,Clwyd North,,Wales,Wales,County,,Gill,German,Female,Lab gain from Con,Lab,Con,75027,41627,111,1196,13598,14794,1685,7000,1391,0,3159,0,0,0,0,0,0,0,0.02254683106223531,0.03459652741416461,0.049048165884834474,0.07480966524787547,0.1324953246307891,3636362.8040519864,5579743.11737982,7910509.70924786,12065335.62699188,21368904.076510534
S14000070,S92000003,Coatbridge and Bellshill,,Scotland,Scotland,Burgh,,Frank,McNally,Male,Lab gain from SNP,Lab,SNP,72667,38731,115,6344,1382,19291,671,2601,1229,12947,0,0,0,0,0,0,610,0,0.21294142795036386,0.2968373353414225,0.3857502038795107,0.5259472609496095,0.705431957866225,14654229.460007457,20427788.365373142,26546605.121914934,36194703.49196007,48546503.50801459
E14001176,E12000006,Colchester,,East of England,England,Borough,,Pam,Cox,Female,Lab gain from Con,Lab,Con,78662,44903,156,8250,10554,18804,6393,6664,2414,0,0,0,0,0,0,0,74,0,0.12305567814741507,0.17951507093674138,0.23347365697958056,0.3163417619395063,0.4642673400246434,5195088.520201213,7578656.249485403,9856646.466089899,13355120.874173788,19600151.449956015
E14001177,E12000003,Colne Valley,,Yorkshire and The Humber,England,County,,Paul,Davies,Male,Lab gain from Con,Lab,Con,72638,46221,139,4963,14007,18970,2007,7298,3480,0,0,0,0,0,0,0,459,0,0.044732324575344325,0.06569458833511732,0.08852218284432067,0.1287335543186406,0.22053918168119824,7706372.084413077,11317698.028190615,15250378.450012218,22177892.133852065,37993934.126196876
E14001178,E12000002,Congleton,,North West,England,County,,Sarah,Russell,Female,Lab gain from Con,Lab,Con,72914,50125,153,3387,15488,18875,2785,8245,2007,0,0,0,0,0,0,0,2725,0,0.047811698926988215,0.07513049329649686,0.10920586874655427,0.17151768486854196,0.28723935837840675,10109733.586011963,15886263.999384867,23091466.394921526,36267234.5519127,60736461.029280365
E14001179,E12000004,Corby and East Northamptonshire,,East Midlands,England,County,,Lee,Barron,Male,Lab gain from Con,Lab,Con,78770,49589,165,6331,14689,21020,2191,8760,2507,0,0,0,0,0,0,0,422,0,0.0047373449366897216,0.007516523297568347,0.011035810881301589,0.017804822750124585,0.03273181685350844,2472213.41684419,3922545.221555076,5759107.705079449,9291559.359861247,17081305.6394146
E14001180,E12000005,Coventry East,,West Midlands,England,Borough,,Mary,Creagh,Female,Lab hold,Lab,RUK,75773,37014,144,11623,6240,18308,1227,6685,2730,0,0,0,0,0,0,0,1824,0,0.0,0.0,0.0,0.0007068867548818259,0.00986532764171009,0.0,0.0,0.0,20344.36080230791,283926.3624475242
E14001181,E12000005,Coventry North West,,West Midlands,England,Borough,,Taiwo,Owatemi,Female,Lab hold,Lab,Con,75036,42030,180,11174,8522,19696,1931,7950,3420,0,0,0,0,0,0,0,511,0,0.008650183576154862,0.018549807817837424,0.0375312261387034,0.07880161051503777,0.1681149687179889,333247.5704647285,714629.7339772527,1445887.2250714542,3035825.196269107,6476614.558615774
E14001182,E12000005,Coventry South,,West Midlands,England,Borough,,Zarah,Sultana,Female,Lab hold,Lab,Con,76232,42731,159,10201,10160,20361,2531,5711,2363,0,0,0,0,0,0,0,1605,0,0.15740193353110124,0.23464108561959876,0.31836245525595924,0.4443827439309868,0.6389735416230261,4933663.189153767,7354675.135269239,9978868.054975856,13928893.606597586,20028218.017574947
S14000071,S92000003,Cowdenbeath and Kirkcaldy,,Scotland,Scotland,County,,Melanie,Ward,Female,Lab gain from SNP,Lab,SNP,71845,40814,106,7248,3203,18662,1593,3128,1556,11414,0,0,0,0,0,0,1258,0,0.09038694395881741,0.13284354332507783,0.17788729429913178,0.2563641879819579,0.41946855333517835,13364097.266150225,19641487.546976574,26301399.287368838,37904544.546937145,62020224.39675358
E14001183,E12000001,Cramlington and Killingworth,,North East,England,County,,Emma,Foody,Female,Lab hold,Lab,RUK,76228,45394,128,12820,8592,22274,1898,9454,2144,0,0,0,0,0,0,0,1032,0,0.020398998378934222,0.032258557033271594,0.04789039061991036,0.07765810667347256,0.14554340975152708,2007391.0339494408,3174446.948513328,4712718.68142416,7642051.05338916,14322396.14702639
E14001184,E12000008,Crawley,,South East,England,Borough,,Peter,Lamb,Male,Lab gain from Con,Lab,Con,75569,45642,190,5235,12218,17453,2205,8447,2621,0,0,0,0,0,0,0,2698,0,0.1694451295868164,0.25823061046786233,0.34790199909983216,0.48818336420537256,0.7022010440468989,7615758.3244974185,11606246.376665905,15636551.798299585,21941536.643125147,31560620.595654055
E14001185,E12000002,Crewe and Nantwich,,North West,England,County,,Connor,Naismith,Male,Lab gain from Con,Lab,Con,77095,47197,140,9727,11110,20837,2286,9602,2151,0,0,0,0,0,0,0,1211,0,0.04419872655675626,0.06818049170240857,0.09673457343198599,0.14585788128380878,0.2401171985662952,3975248.658643063,6132176.858932458,8700340.784391433,13118507.977405697,21596223.372908138
E14001186,E12000007,Croydon East,,London,England,Borough,,Natasha,Irons,Female,Lab hold,Lab,Con,76595,43779,174,6825,11716,18541,3563,5862,4097,0,0,0,0,0,0,0,0,0,0.48909254286476994,0.6066187380569976,0.717226365744951,0.8386697742722813,0.9487321319269938,12925331.597003879,16031216.293785596,18954262.83350769,22163668.39158867,25072304.987645976
E14001187,E12000007,Croydon South,,London,England,Borough,,Chris,Philp,Male,Con hold,Con,Lab,74889,49378,159,2313,19757,17444,4384,4149,2859,0,0,0,0,0,0,0,785,0,0.49020613035824817,0.6077632968003122,0.6943784656113309,0.7952084658112214,0.9075748066270926,18457746.162050314,22884129.68387974,26145453.23878624,29942008.267277934,34172941.47576731
E14001188,E12000007,Croydon West,,London,England,Borough,,Sarah,Jones,Female,Lab hold,Lab,Con,77891,38122,172,14226,6386,20612,3667,2148,3851,0,0,0,0,0,0,0,1458,0,0.7457396348232344,0.8660844047832083,0.9532369411975646,0.9984964849279375,1.0000000000000036,10796801.970453992,12539150.893272968,13800943.39155104,14456210.066555873,14477977.924578516
S14000072,S92000003,Cumbernauld and Kirkintilloch,,Scotland,Scotland,County,,Katrina,Murray,Female,Lab gain from SNP,Lab,SNP,70350,40976,170,4144,1939,18513,1294,3167,1694,14369,0,0,0,0,0,0,0,0,0.05117371025815549,0.07562697827934695,0.10470084466174256,0.1579960095648835,0.2599909520155527,7292202.999004329,10776769.459009457,14919766.606506072,22514274.790074363,37048453.013032325
E14001189,E12000007,Dagenham and Rainham,,London,England,Borough,,Margaret,Mullane,Female,Lab hold,Lab,RUK,76475,38867,118,7173,6926,16571,1033,9398,4184,0,0,0,0,0,0,0,755,0,0.21392047466524988,0.30718653809227003,0.4177072200527068,0.597816621406261,0.8064084139247405,8427340.854609838,12101532.901430488,16455466.108721696,23550828.619960047,31768247.44243631
E14001190,E12000001,Darlington,,North East,England,County,,Lola,McEvoy,Female,Lab gain from Con,Lab,Con,70672,42378,121,2298,14323,16621,1735,6852,2847,0,0,0,0,0,0,0,0,0,0.03840115951413299,0.06223615995486632,0.0901286671089206,0.14133960749417926,0.24206547716759633,4351202.366476732,7051925.772615641,10212401.775717143,16015069.398600437,27428231.085218187
E14001191,E12000008,Dartford,,South East,England,County,,Jim,Dickson,Male,Lab gain from Con,Lab,Con,75426,44488,272,1192,14200,15392,2184,9523,3189,0,0,0,0,0,0,0,0,0,0.1445366986855314,0.21252607618648905,0.29535519212975747,0.4390672572937399,0.6730670800635163,8935094.989937473,13138121.292617142,18258523.416204132,27142640.495936546,41608244.47811594
E14001192,E12000004,Daventry,,East Midlands,England,County,,Stuart,Andrew,Male,Con hold,Con,Lab,80879,53082,216,3012,17872,14860,6755,10636,2959,0,0,0,0,0,0,0,0,0,0.005143145508070921,0.008036164856360764,0.01157207739315967,0.018081370926811894,0.03214465923902742,4014782.067898785,6273096.981091813,9033259.652772343,14114468.207456715,25092387.77884966
E14001193,E12000004,Derby North,,East Midlands,England,Borough,,Catherine,Atkinson,Female,Lab gain from Con,Lab,Con,71879,40919,187,8915,9704,18619,1822,7488,3286,0,0,0,0,0,0,0,0,0,0.013077112007273973,0.02433372779796457,0.04227932101842251,0.08829783656040123,0.2199957603292456,385838.05359115085,717962.6636952477,1247444.4602011282,2605213.244011714,6490938.971580768
E14001194,E12000004,Derby South,,East Midlands,England,Borough,,Baggy,Shanker,Male,Lab hold,Lab,RUK,72944,37399,145,6002,5192,14503,1807,8501,1899,0,0,0,0,0,0,0,5497,0,0.11624582673437289,0.178565755779037,0.2440323709495493,0.3507366475468156,0.5225696512992364,3628944.0143076344,5574437.799607009,7618164.339596106,10949241.735978689,16313497.537201904
E14001195,E12000004,Derbyshire Dales,,East Midlands,England,County,,John,Whitby,Male,Lab gain from Con,Lab,Con,73324,51272,173,350,17409,17759,4860,7728,2830,0,0,0,0,0,0,0,686,0,0.02801242754299939,0.04245494512205526,0.05889018297248581,0.0856879048714575,0.13331696387240327,25426748.195358206,38536153.1987622,53454340.98210389,77778506.6006839,121011178.5331656
E14001196,E12000003,Dewsbury and Batley,,Yorkshire and The Humber,England,Borough,,Iqbal,Mohamed,Male,Ind gain from Lab,Ind,Lab,71685,38070,131,6934,4182,8707,1340,6152,2048,0,0,0,0,0,0,0,15641,15641,0.11039814174375981,0.17075671785672572,0.2356126123547153,0.32007969166480676,0.45643085572822417,5990401.417230055,9265566.145349555,12784763.445049033,17368098.849216342,24766757.862357136
E14001197,E12000008,Didcot and Wantage,,South East,England,County,,Olly,Glover,Male,LD gain from Con,LD,Con,80689,54733,215,6233,15560,8045,21793,6400,2693,0,0,0,0,0,0,0,242,0,0.02494836661568804,0.03888002456682152,0.05476405847498678,0.08363233272846746,0.13453498711052914,10036955.169746924,15641788.081246879,22032079.62645544,33646049.34934481,54124650.9317268
E14001198,E12000003,Doncaster Central,,Yorkshire and The Humber,England,County,,Sally,Jameson,Female,Lab hold,Lab,Con,74678,37944,113,9551,7964,17515,1199,7886,1880,0,0,0,0,0,0,0,1500,0,0.03288949485264258,0.04621185013026632,0.06054691290163552,0.08314924074953203,0.12977181500440516,3676290.269874707,5165423.66332988,6767754.499377775,9294175.726460373,14505508.915298622
E14001199,E12000003,Doncaster East and the Isle of Axholme,,Yorkshire and The Humber,England,County,,Lee,Pitcher,Male,Lab gain from Con,Lab,Con,70154,39132,134,2311,12811,15122,1166,8487,1400,0,0,0,0,0,0,0,146,0,0.018604527283764577,0.028295631627684083,0.03900681639344921,0.05747407945951079,0.09492171590908645,7762747.222519151,11806364.788365839,16275611.360564038,23981085.027648374,39606127.86829768
E14001200,E12000003,Doncaster North,,Yorkshire and The Humber,England,County,,Ed,Miliband,Male,Lab hold,Lab,Con,69759,31002,475,9126,7105,16231,1045,0,1778,0,0,0,0,0,0,0,4843,0,0.02860545762186101,0.05066901174336242,0.08070971978197149,0.13746970012980997,0.2544279272435284,6868216.358478805,12165711.170366375,19378533.46108131,33006695.984656338,61088554.32581507
E14001201,E12000008,Dorking and Horley,,South East,England,County,,Chris,Coghlan,Male,LD gain from Con,LD,Con,71645,49965,168,5391,15530,4053,20921,6898,2563,0,0,0,0,0,0,0,0,0,0.06726185126925094,0.10123977868841197,0.14071864241057924,0.2103146172467881,0.3405549520859075,18870001.20346077,28402351.550525665,39477964.12869336,59002792.90062543,95541116.3154143
E14001202,E12000008,Dover and Deal,,South East,England,County,,Mike,Tapp,Male,Lab gain from Con,Lab,RUK,76406,47775,185,7585,10370,18940,2595,11355,3106,0,0,0,0,0,0,0,1409,0,0.08385521070537369,0.1268495907553717,0.17611241298255206,0.25540862130502373,0.39131640005343565,18393296.416017484,27823937.27697765,38629535.210512355,56022833.159115896,85833646.80723983
E14001203,E12000005,Droitwich and Evesham,,West Midlands,England,County,,Nigel,Huddleston,Male,Con hold,Con,Lab,76624,49609,177,8995,19975,10980,5131,9456,3828,0,0,0,0,0,0,0,239,0,0.022780877656859003,0.03580966060101036,0.051828398584041147,0.08101080960293071,0.14135632626157918,9145089.485674528,14375326.340830106,20805842.079027887,32520744.55975505,56745673.82785304
E14001204,E12000005,Dudley,,West Midlands,England,Borough,,Sonia,Kumar,Female,Lab gain from Con,Lab,Con,70151,35796,110,1900,10315,12215,1056,9442,1154,0,0,0,0,0,0,0,1614,0,0.0004468425807237073,0.0042849236449147895,0.018075925805818044,0.05927854814116471,0.16190126849796896,12661.652574998508,121416.84083561841,512196.24627992674,1679706.4874572502,4587605.795877263
E14001205,E12000007,Dulwich and West Norwood,,London,England,Borough,,Helen,Hayes,Female,Lab hold,Lab,Green,79894,45378,227,18789,3873,27356,3485,1801,8567,0,0,0,0,0,0,0,296,0,0.8797308696399169,0.9553957261436484,0.9861884580883805,0.9999999999999991,0.9999999999999991,12716571.43829017,13810312.247330455,14255423.347860077,14455070.155143226,14455070.155143226
S14000073,S92000003,Dumfries and Galloway,,Scotland,Scotland,County,,John,Cooper,Male,Con hold,Con,SNP,78541,45775,162,930,13527,11767,2092,4313,1249,12597,0,0,0,0,0,0,230,0,0.0006689070021037651,0.0010871460516044087,0.0016246167477773127,0.002640459691844405,0.004903246402112982,2621017.730482295,4259828.44837518,6365831.5547162825,10346268.834354974,19212679.365655735
S14000074,S92000003,"Dumfriesshire, Clydesdale and Tweeddale",,Scotland,Scotland,County,,David,Mundell,Male,Con hold,Con,SNP,71900,44214,133,4242,14999,10140,2800,3822,1488,10757,0,0,0,0,0,0,208,0,0.0035423288877146062,0.00543952505215059,0.007730709331720383,0.011857908457591326,0.020386615531295574,15651237.645501887,24033708.322548337,34156955.14289665,52392352.356673956,90075138.30079281
S14000075,S92000003,Dundee Central,,Scotland,Scotland,Burgh,,Chris,Law,Male,SNP hold,SNP,Lab,74221,38848,153,675,1569,14869,2402,2363,0,15544,0,0,0,0,0,0,2101,0,0.0358630156211976,0.06117981999756332,0.09497750123089811,0.15658395977241235,0.28880516325129046,1448616.1458718271,2471238.782207093,3836429.7980652032,6324901.807108169,11665717.878160894
S14000076,S92000003,Dunfermline and Dollar,,Scotland,Scotland,County,,Graeme,Downie,Male,Lab gain from SNP,Lab,SNP,72824,44537,140,8241,3297,20336,3181,2887,2078,12095,0,0,0,0,0,0,663,0,0.022493812709843023,0.035595603006651245,0.052055719977336705,0.07721434899006427,0.11506914013872468,6035029.690157672,9550204.927695654,13966410.215031672,20716402.98033254,30872742.034267772
E14001206,E12000006,Dunstable and Leighton Buzzard,,East of England,England,County,,Alex,Mayer,Female,Lab gain from Con,Lab,Con,76742,46045,171,667,14309,14976,6497,8071,2115,0,0,0,0,0,0,0,77,0,0.07658962282082729,0.11860213883103239,0.16337094315904316,0.2319822107755444,0.33999723142480087,6016956.860448609,9317501.85756497,12834583.603295341,18224752.952411395,26710520.287334297
W07000096,W92000004,Dwyfor Meirionnydd,,Wales,Wales,County,,Liz,Saville Roberts,Female,PC hold,PC,Lab,73040,40395,215,15876,4712,5912,1381,4857,1448,0,21788,0,0,0,0,0,297,0,0.04724596903760997,0.067624745634972,0.08960668987126724,0.1239134703776275,0.18269038120259276,121505410.37509727,173914783.36168554,230447122.72692066,318676013.550504,469836267.3423729
E14001207,E12000007,Ealing Central and Acton,,London,England,Borough,,Rupa,Huq,Female,Lab hold,Lab,Con,78436,47769,254,13995,8345,22340,6056,3105,5444,0,0,0,0,0,0,0,2479,0,0.913913526908942,0.9880993672614413,0.9999999999999992,0.9999999999999992,0.9999999999999992,18716920.380553193,20236244.065298814,20479968.650708072,20479968.650708072,20479968.650708072
E14001208,E12000007,Ealing North,,London,England,Borough,,James,Murray,Male,Lab hold,Lab,Con,74820,43232,198,12519,8144,20663,2543,3948,4056,0,0,0,0,0,0,0,3878,0,0.6120000467234293,0.728407827229366,0.7941057160061767,0.857460714930196,0.9382875722987241,14054340.604003347,16727599.544007711,18236325.745544255,19691248.402187157,21547405.422910146
E14001209,E12000007,Ealing Southall,,London,England,Borough,,Deirdre,Costigan,Female,Lab hold,Lab,Con,78669,46816,214,15793,7207,23000,2832,2585,4356,0,0,0,0,0,0,0,6836,0,0.4268422602417131,0.5573144285397305,0.686622346416999,0.8525855757145987,0.9580125928018769,6905978.612889087,9016917.682823567,11109020.078757714,13794177.146865716,15499904.983685665
E14001210,E12000008,Earley and Woodley,,South East,England,Borough,,Yuan,Yang,Female,Lab gain from Con,Lab,Con,73548,45914,572,848,17361,18209,6142,0,3418,0,0,0,0,0,0,0,784,0,0.051492136922685686,0.0859534001183241,0.11840273986419701,0.1692204633563269,0.27882187772661227,2520994.941426647,4208178.177224767,5796859.988484768,8284836.4352737935,13650793.797182478
E14001211,E12000001,Easington,,North East,England,County,,Grahame,Morris,Male,Lab hold,Lab,RUK,69395,34324,72,6542,3753,16774,811,10232,1173,0,0,0,0,0,0,0,1581,0,0.01355191862254556,0.020944097950927804,0.02882480370220044,0.042031388110814416,0.06742723498946997,2007391.0339494408,3102364.736082962,4269701.886409426,6225939.956408141,9987724.301759398
N05000005,N92000002,East Antrim,,Northern Ireland,Northern Ireland,County,,Sammy,Wilson,Male,DUP hold,DUP,APNI,73302,39675,142,1306,0,0,0,0,568,0,0,11462,2986,892,9476,10156,4135,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E14001212,E12000008,East Grinstead and Uckfield,,South East,England,County,,Mims,Davies,Female,Con hold,Con,LD,75385,50393,471,8480,19319,10440,10839,0,5277,0,0,0,0,0,0,0,4518,0,0.05153239007127531,0.07933367742951725,0.11244866597540264,0.17113140320148823,0.2846344364265588,19680690.338799387,30298255.849748276,42945172.3665845,65356645.57755611,108704490.42479569
E14001213,E12000007,East Ham,,London,England,Borough,,Stephen,Timms,Male,Lab hold,Lab,Ind,79219,37892,173,12863,3876,19570,1210,1340,4226,0,0,0,0,0,0,0,7670,0,0.5602930235729283,0.7136866732091852,0.8411487293728037,0.993751221405867,0.9999999999999983,5604165.990943919,7138440.80492683,8413342.490714032,9939703.983726034,10002205.55167142
E14001214,E12000008,East Hampshire,,South East,England,County,,Damian,Hinds,Male,Con hold,Con,LD,70659,50006,157,1275,18509,4867,17234,6476,2404,0,0,0,0,0,0,0,516,0,0.02475090724859052,0.03813421815896026,0.05425030647719861,0.08347800630747032,0.14571536552882067,12721357.538267419,19600050.162607647,27883323.157632105,42905641.9691261,74894113.78312272
S14000077,S92000003,East Kilbride and Strathaven,,Scotland,Scotland,County,,Joani,Reid,Female,Lab gain from SNP,Lab,SNP,76414,46707,131,9057,3547,22682,1074,3377,1811,13625,0,0,0,0,0,0,591,0,0.020119128168561994,0.03125922359679837,0.04317273526655247,0.062169484710928716,0.09557500071382037,6128183.282291165,9521399.230540967,13150193.800379727,18936506.27811475,29111655.17075499
N05000006,N92000002,East Londonderry,,Northern Ireland,Northern Ireland,County,,Gregory,Campbell,Male,DUP hold,DUP,SF,75707,41277,158,179,187,0,0,0,445,0,0,11506,11327,5260,3412,3734,5406,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S14000021,S92000003,East Renfrewshire,,Scotland,Scotland,County,,Blair,McDougall,Male,Lab gain from SNP,Lab,SNP,74626,50227,141,8421,8494,21935,1150,2360,1510,13514,0,0,0,0,0,0,1264,0,0.09217880979132118,0.12377682514255797,0.15335725177220447,0.19145630040968278,0.25146377564333644,16061907.432085533,21567775.849763535,26722084.908456903,33360740.73240438,43816880.43108443
E14001215,E12000008,East Surrey,,South East,England,County,,Claire,Coutinho,Female,Con hold,Con,Lab,73307,49196,208,7450,17502,10052,8833,8380,2957,0,0,0,0,0,0,0,1472,0,0.08107730013809551,0.12200385387361741,0.1680316818665905,0.2406107284340131,0.3921885954077243,21066075.005146664,31699900.369659126,43659174.73094691,62517173.65527163,101901202.3457878
E14001216,E12000008,East Thanet,,South East,England,Borough,,Polly,Billington,Female,Lab gain from Con,Lab,Con,74927,42713,167,6971,10083,17054,1365,8591,4590,0,0,0,0,0,0,0,1030,0,0.19526040285397606,0.2927099822248434,0.3839468862182946,0.511744539748018,0.6858395666643472,6301903.194187175,9447025.331258297,12391637.389311165,16516223.988627352,22135028.365655076
E14001217,E12000009,East Wiltshire,,South West,England,County,,Danny,Kruger,Male,Con hold,Con,Lab,74139,47193,167,4716,16849,12133,8204,7885,1844,0,0,0,0,0,0,0,278,0,0.0038128717018662125,0.005957612034165973,0.00857896132919908,0.013404627076873513,0.023948026950532705,4014782.0678987694,6273096.981091844,9033259.652772339,14114468.207456727,25216193.11646295
E14001218,E12000008,East Worthing and Shoreham,,South East,England,County,,Tom,Rutland,Male,Lab gain from Con,Lab,Con,74738,49078,181,9519,12601,22120,3180,7169,3246,0,0,0,0,0,0,0,762,0,0.160231178323117,0.22519956160681626,0.29038240689558975,0.37775834841413486,0.5114497899966614,8884162.494147178,12486393.22174301,16100514.989034362,20945153.034224737,28357795.838990234
E14001219,E12000008,Eastbourne,,South East,England,Borough,,Josh,Babarinde,Male,LD gain from Con,LD,Con,72590,45605,159,12204,11538,2689,23742,6061,1421,0,0,0,0,0,0,0,154,0,0.09090754666337307,0.13870811971588043,0.19502962478831082,0.2982214236223249,0.4658570402743754,4014389.253562861,6125216.284091947,8612319.423553806,13169169.360655785,20571795.904899668
E14001220,E12000008,Eastleigh,,South East,England,Borough,,Liz,Jarvis,Female,LD gain from Con,LD,Con,69965,46420,130,1546,14424,7005,15970,6151,2403,0,0,0,0,0,0,0,467,0,0.12109443261110406,0.19395448888228956,0.27019202575023776,0.39747707420973083,0.6178706453520674,6184585.021252972,9905723.9947478,13799359.056278273,20300113.77437631,31556145.529731825
S14000078,S92000003,Edinburgh East and Musselburgh,,Scotland,Scotland,Burgh,,Chris,Murray,Male,Lab gain from SNP,Lab,SNP,76188,45575,206,3715,2598,18790,1949,2129,4669,15075,0,0,0,0,0,0,365,0,0.194048599216483,0.27253309167462925,0.35932685567657996,0.4937669406021487,0.6844888966670307,6157351.383292137,8647740.905068696,11401791.720155165,15667706.785910755,21719500.536249418
S14000079,S92000003,Edinburgh North and Leith,,Scotland,Scotland,Burgh,,Tracy,Gilbert,Female,Lab gain from SNP,Lab,SNP,78411,49475,173,7268,3254,20805,3879,1818,5417,13537,0,0,0,0,0,0,765,0,0.04456901094853817,0.07374642491778541,0.10770943779417705,0.1726045812551721,0.2792653562189535,848686.0252816031,1404284.2528964914,2051010.1683074129,3286747.740038242,5317789.20205292
