ONS ID,ONS region ID,Constituency name,County name,Region name,Country name,Constituency type,Declaration time,mpFirstName,mpSurname,Member gender,Result,First party,Second party,Electorate,Valid votes,Invalid votes,Majority,Con,Lab,LD,RUK,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,All other candidates,Of which other winner,ratio800,ratio1000,ratio1200,ratio1500,ratio2000,overlap_800m,overlap_1000m,overlap_1200m,overlap_1500m,overlap_2000m
E14001072,E12000008,Banbury,,South East,England,County,,Sean,Woodcock,Male,Lab gain from Con,Lab,Con,73250,48178,187,3256,15212,18468,4352,6284,2615,0,0,0,0,0,0,0,1247,0,0.01767527962651442,0.02751056116944199,0.039530394190180965,0.060531252818655866,0.10208259478767044,9060007.704161435,14101383.480635796,20262518.24465221,31027153.65571353,52325570.78473045
W07000083,W92000004,Bangor Aberconwy,,Wales,Wales,County,,Claire,Hughes,Female,Lab gain from Con,Lab,PC,70527,41660,154,4896,9036,14008,1524,6091,1361,0,9112,0,0,0,0,0,528,0,0.019158214163261793,0.02904965671473373,0.04051265839729487,0.06011924488298592,0.09754725355380009,26783430.642051112,40611794.98068613,56637219.2659693,84047480.20113969,136372319.34126997
E14001073,E12000007,Barking,,London,England,Borough,,Nesil,Caliskan,Female,Lab hold,Lab,RUK,79822,36477,120,11054,4294,16227,1015,5173,4988,0,0,0,0,0,0,0,4780,0,0.5536365263173013,0.7471083329764263,0.8872480301689656,0.9804932163187721,1.0000000000000007,10594633.03270605,14296994.954819044,16978770.0807228,18763151.136457875,19136441.56244496
E14001074,E12000003,Barnsley North,,Yorkshire and The Humber,England,County,,Dan,Jarvis,Male,Lab hold,Lab,RUK,78274,36894,114,7811,3083,18610,1336,10799,1805,0,0,0,0,0,0,0,1261,0,0.04958032101636601,0.07305629766851957,0.1009567208517804,0.15187215578423452,0.24858484982613832,3725354.4346688166,5489286.816236361,7585662.214866557,11411334.12320492,18678109.65535298
E14001075,E12000003,Barnsley South,,Yorkshire and The Humber,England,County,,Stephanie,Peacock,Female,Lab hold,Lab,RUK,75853,35082,78,4748,3247,16399,1172,11651,1521,0,0,0,0,0,0,0,1092,0,0.1556757910561452,0.2185679380935526,0.2755723335414381,0.3581307278839283,0.5046060732892562,11776157.362383699,16533658.932448452,20845779.183051474,27090941.88154874,38171127.85973046
E14001076,E12000002,Barrow and Furness,,North West,England,County,,Michelle,Scrogham,Female,Lab gain from Con,Lab,Con,74980,42221,141,5324,13213,18537,1680,7035,1466,0,0,0,0,0,0,0,290,0,0.05135166097576091,0.07740246705906659,0.10769388814640163,0.15788465362698992,0.2542769421970509,30209476.964685455,45534808.44045958,63354835.48880328,92881373.57569122,149587633.23309702
E14001077,E12000006,Basildon and Billericay,,East of England,England,Borough,,Richard,Holden,Male,Con hold,Con,Lab,76873,42124,176,20,12905,12885,2292,11354,2123,0,0,0,0,0,0,0,565,0,0.061122532259281596,0.09684018552617438,0.14046312399585398,0.22380701392555424,0.40618861138330686,3782449.2074120766,5992766.815276936,8692287.645658918,13849862.418084411,25136193.387231547
E14001078,E12000008,Basingstoke,,South East,England,Borough,,Luke,Murphy,Male,Lab gain from Con,Lab,Con,78487,48989,189,6484,14438,20922,3176,6314,3568,0,0,0,0,0,0,0,571,0,0.02553516913116607,0.039898701767447094,0.05745413054512435,0.08757995174296578,0.1413309955289844,2007391.0339493847,3136548.490545922,4516629.8263861695,6884904.853360609,11110424.676911796
E14001079,E12000004,Bassetlaw,,East Midlands,England,County,,Jo,White,Female,Lab gain from Con,Lab,Con,78161,44878,150,5768,12708,18476,1996,9751,1947,0,0,0,0,0,0,0,0,0,0.017012446581651082,0.026969925085763208,0.03950524145333462,0.062464298700435586,0.1088869530111019,6772273.635787775,10736122.622978976,15726151.079199053,24865637.12259882,43345455.200646445
E14001080,E12000009,Bath,,South West,England,County,,Wera,Hobhouse,Female,LD hold,LD,Lab,69662,48130,192,11218,7659,8665,19883,3798,5952,0,0,0,0,0,0,0,2173,0,0.05462226877848352,0.08468058148855766,0.11697480847829386,0.17755062639073965,0.2988290195386467,4014782.0678987694,6224092.987390197,8597745.46127129,13050118.329367677,21964180.83395543
S14000068,S92000003,Bathgate and Linlithgow,,Scotland,Scotland,County,,Kirsteen,Sullivan,Female,Lab gain from SNP,Lab,SNP,72185,42065,92,8323,3144,19774,2171,3524,1390,11451,0,0,0,0,0,0,611,0,0.030930209369589408,0.04776374072258178,0.06848134455331106,0.10636199438950944,0.18999882160610942,6561053.299959805,10131856.688769635,14526566.771608971,22561978.35394287,40303393.37802506
E14001081,E12000007,Battersea,,London,England,Borough,,Marsha,De Cordova,Female,Lab hold,Lab,Con,72827,47082,237,12039,10944,22983,4826,2825,4239,0,0,0,0,0,0,0,1265,0,0.7898982910286004,0.9436968497317827,0.9924916595736659,1.0000000000000036,1.0000000000000036,7279608.420484274,8696997.590343222,9146684.73694833,9215880.706622167,9215880.706622167
E14001082,E12000008,Beaconsfield,,South East,England,County,,Joy,Morrissey,Female,Con hold,Con,LD,72751,47726,162,5455,18494,7216,13039,6055,1977,0,0,0,0,0,0,0,945,0,0.08921927495981022,0.1405529703442313,0.19993166541452556,0.28712419731655986,0.4312054184399025,14776016.31331041,23277626.76424034,33111606.780520204,47551964.812611945,71413921.4886688
E14001083,E12000007,Beckenham and Penge,,London,England,Borough,,Liam,Conlon,Male,Lab hold,Lab,Con,77198,52222,218,12905,12848,25753,4436,5355,3830,0,0,0,0,0,0,0,0,0,0.7312965846449537,0.8490507537224546,0.9279080427051649,0.9917549556429989,0.9999999999999977,16726287.535559744,19419572.492520727,21223204.17560853,22683517.05888904,22872098.525771674
E14001084,E12000006,Bedford,,East of England,England,Borough,,Mohammad,Yasin,Male,Lab hold,Lab,Con,72478,40659,210,9430,8912,18342,4025,4548,2394,0,0,0,0,0,0,0,2438,0,0.12101157142143973,0.17414774717307088,0.23215823924127696,0.31830885806690495,0.47083246901028475,3582292.569977049,5155277.081756875,6872555.456672922,9422862.985885736,13938003.082081001
N05000001,N92000002,Belfast East,,Northern Ireland,Northern Ireland,Borough,,Gavin,Robinson,Male,DUP hold,DUP,APNI,72917,42706,184,2676,0,0,0,0,1077,0,0,19894,0,619,1818,17218,2080,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N05000002,N92000002,Belfast North,,Northern Ireland,Northern Ireland,Borough,,John,Finucane,Male,SF hold,SF,DUP,74240,40452,293,5612,0,0,0,0,1206,0,0,12062,17674,1413,0,4274,3823,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N05000003,N92000002,Belfast South and Mid Down,,Northern Ireland,Northern Ireland,Borough,,Claire,Hanna,Female,SDLP hold,SDLP,APNI,74749,43491,266,12506,0,0,0,0,1577,0,0,6859,0,21345,2653,8839,2218,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N05000004,N92000002,Belfast West,,Northern Ireland,Northern Ireland,Borough,,Paul,Maskey,Male,SF hold,SF,PBPA,75346,39743,256,15961,0,0,0,0,451,0,0,4304,21009,4318,461,1077,8123,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E14001085,E12000007,Bermondsey and Old Southwark,,London,England,Borough,,Neil,Coyle,Male,Lab hold,Lab,LD,69482,37603,180,7787,2879,16857,9070,3397,4477,0,0,0,0,0,0,0,923,0,0.8219715247310443,0.938413664816491,0.9881965351969194,1.0000000000000009,1.0000000000000009,6829649.940001247,7797151.892466576,8210791.011921515,8308864.400425513,8308864.400425513
S14000108,S92000003,"Berwickshire, Roxburgh and Selkirk",,Scotland,Scotland,County,,John,Lamont,Male,Con hold,Con,SNP,76438,46558,138,6599,18872,6311,3686,3340,1526,12273,0,0,0,0,0,0,550,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E14001086,E12000007,Bethnal Green and Stepney,,London,England,Borough,,Rushanara,Ali,Female,Lab hold,Lab,Ind,81439,46647,320,1689,1920,15896,4777,1964,6391,0,0,0,0,0,0,0,15699,0,0.991189983043373,0.9999999999999993,0.9999999999999993,0.9999999999999993,0.9999999999999993,6755528.336156904,6815573.655632159,6815573.655632159,6815573.655632159,6815573.655632159
E14001087,E12000003,Beverley and Holderness,,Yorkshire and The Humber,England,County,,Graham,Stuart,Male,Con hold,Con,Lab,71994,44897,144,124,15501,15377,3386,8198,1647,0,0,0,0,0,0,0,788,0,0.0056637151279246515,0.008847507139503403,0.012728786638451256,0.019882123035162572,0.035285921214972926,4013332.8693584357,6269381.56542905,9019672.891257485,14088557.790667895,25003755.351222
E14001088,E12000008,Bexhill and Battle,,South East,England,County,,Kieran,Mullan,Male,Con hold,Con,Lab,72198,47750,188,2657,16186,13529,3473,7929,2972,0,0,0,0,0,0,0,3661,0,0.060324290314338516,0.09002109170113043,0.12437515324860302,0.18155628385873035,0.28406447841091176,28129848.360135227,41977777.86645138,57997436.561971225,84661596.63318625,132462241.33863607
E14001089,E12000007,Bexleyheath and Crayford,,London,England,Borough,,Daniel,Francis,Male,Lab gain from Con,Lab,Con,70297,43461,118,2114,13603,15717,2204,9861,2076,0,0,0,0,0,0,0,0,0,0.3855007780562734,0.587744479340016,0.7610106670085144,0.9271836294229189,1.0000000000000029,8462869.202618403,12902709.764413316,16706409.178116674,20354391.55837388,21952923.792498965
E14001090,E12000008,Bicester and Woodstock,,South East,England,County,,Calum,Miller,Male,LD gain from Con,LD,Con,74353,50219,167,4958,14461,8236,19419,5408,2404,0,0,0,0,0,0,0,291,0,0.028694604116933666,0.04384896857621424,0.061255242434420765,0.09194545261560828,0.15760507124092715,12878925.888596358,19680620.58926224,27493034.034763,41267642.69701336,70737481.65011293
E14001091,E12000002,Birkenhead,,North West,England,Borough,,Alison,McGovern,Female,Lab hold,Lab,Green,78091,43134,142,13798,3238,22468,2292,6142,8670,0,0,0,0,0,0,0,324,0,0.3606099864953826,0.45918460867879246,0.5422102961427118,0.656989698642239,0.7889281291072165,11688242.215946447,14883284.238000529,17574347.66265747,21294625.824818853,25571069.602357473
E14001092,E12000005,Birmingham Edgbaston,,West Midlands,England,Borough,,Preet,Gill,Female,Lab hold,Lab,Con,71787,37428,179,8368,8231,16599,2102,4363,2797,0,0,0,0,0,0,0,3336,0,0.09399421264442709,0.1379191970515415,0.18834426649284872,0.27090854957312704,0.43174715386620793,2780532.131521725,4079918.839324673,5571590.739872073,8014003.262536901,12771922.868904654
E14001093,E12000005,Birmingham Erdington,,West Midlands,England,Borough,,Paulette,Hamilton,Female,Lab hold,Lab,RUK,77463,34137,152,7019,5402,14774,1128,7755,2452,0,0,0,0,0,0,0,2626,0,0.16225700968815104,0.2360561127754614,0.30244130157213045,0.39150437256626436,0.5497639552896197,4084502.5381201487,5942250.468089069,7613367.621392437,9855356.058301738,13839231.199090712
E14001094,E12000005,Birmingham Hall Green and Moseley,,West Midlands,England,Borough,,Tahir,Ali,Male,Lab hold,Lab,Ind,76936,41606,256,5656,3845,12798,4711,2305,3913,0,0,0,0,0,0,0,14034,0,0.2590816263348524,0.3650689834661444,0.448262024392009,0.5511779638854595,0.7095274496094109,5012129.908925016,7062535.45161326,8671967.716408553,10662954.36311716,13726344.865514766
E14001095,E12000005,Birmingham Hodge Hill and Solihull North,,West Midlands,England,Borough,,Liam,Byrne,Male,Lab hold,Lab,WPB,77737,34136,127,1566,4634,10655,942,6456,2360,0,0,0,0,0,0,0,9089,0,0.1472895752955267,0.2331358802391299,0.33638228411252247,0.506292763769379,0.7488341346236295,3631868.1207395084,5748667.3414744735,8294518.411086179,12484173.063882492,18464761.10616985
E14001096,E12000005,Birmingham Ladywood,,West Midlands,England,Borough,,Shabana,Mahmood,Female,Lab hold,Lab,Ind,83693,36579,203,3421,2218,15558,1711,1477,3478,0,0,0,0,0,0,0,12137,0,0.5009296255695912,0.6678334081577569,0.7845417596801529,0.9056746540718625,0.9924630090291543,12865403.415168561,17152002.53989138,20149429.61869036,23260492.47791798,25489482.62198221
E14001097,E12000005,Birmingham Northfield,,West Midlands,England,Borough,,Laurence,Turner,Male,Lab gain from Con,Lab,Con,74048,37652,138,5389,9540,14929,1791,7895,2809,0,0,0,0,0,0,0,688,0,0.20427854969259612,0.3012352311327851,0.40316516128192464,0.5417085071920189,0.7682469045924144,5091493.832572614,7508068.388845381,10048597.541269215,13501689.372529585,19147993.670952953
E14001098,E12000005,Birmingham Perry Barr,,West Midlands,England,Borough,,Ayoub,Khan,Male,Ind gain from Lab,Ind,Lab,76350,37476,211,507,4227,12796,1302,2446,2440,0,0,0,0,0,0,0,14265,13303,0.2617967387653769,0.388521562131088,0.5043683880313555,0.6774928341920946,0.8785226960168325,6466052.74118916,9595997.73349453,12457269.763478862,16733227.53493048,21698414.24903112
